web-scraper-order,web-scraper-start-url,maillinks,maillinks-href,sublinks,sublinks-href,linkstext
"1586526202-1165","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","1","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1#","اخر الاخبار 
                                        
                                        9 آلـيات لعودة العراقيين من الخارج
                                        بغداد/ الصباح
بحث رئيس الوزراء «المستقيل» عادل عبد المهدي، خلال اجتماع تشاوري، الآليات الخاصة بعودة العراقيين من الخارج، داعيا مؤسسات الدولة الى توفير الاستعدادات اللازمة لتلبية متطلباتهم كلّ بحسب","http://alsabaah.iq/23926/9-%D8%A2%D9%84%D9%80%D9%8A%D8%A7%D8%AA-%D9%84%D8%B9%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC",""
"1586526091-491","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=7","اخر الاخبار 
                                        
                                        العراق يكثف تدابيره ضد «كورونا»
                                        بغداد / الصباح / مهند عبد الوهاب  
الفايروس يصيب الحنجرة أولا ويسبب جفافا مصحوباً بألم، كما يختلط بالسائل المخاطي ويتسرب الى الرئتين مسببا الالتهاب الرئوي، ثم تأتي السخونة العالية وصعوبة التنفس،","http://alsabaah.iq/22282/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D9%83%D8%AB%D9%81-%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1%D9%87-%D8%B6%D8%AF-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","وشدد “على عدم تسجيل اية حالة اشتباه بفايروس كورونا الجديد حتى الآن”، مطمئنا جميع المواطنين بان “الفرق الطبية ستواصل فحص ومتابعة جميع المواطنين العائدين من الجمهورية الاسلامية الايرانية”."
"1586526031-169","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        الحمداني لـ «     الصباح    »: الأرشيفان «العراقي»  و«الأنفال» عائدان في 2021 
                                        بغداد / عمر عبد اللطيف
كشفَ وزيرُ الثقافةِ والسياحةِ والآثارِ الدكتور عبد الامير الحمداني عن أن الارشيفين “العراقي” و”الانفال” سيعادان الى العراق العام المقبل، بينما أكد استكمال خطة إدارة وصيانة المواقع بمدينة بابل الأثرية؛ أعلن ف","http://alsabaah.iq/21395/%D8%A7%D9%84%D8%AD%D9%85%D8%AF%D8%A7%D9%86%D9%8A-%D9%84%D9%80-%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD-%D8%A7%D9%84%D8%A3%D8%B1%D8%B4%D9%8A%D9%81%D8%A7%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A-%D9%88-%D8%A7%D9%84%D8%A3%D9%86%D9%81%D8%A7%D9%84-%D8%B9%D8%A7%D8%A6%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-2021","آثار نينوى"
"1586526043-247","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=9","اخر الاخبار 
                                        
                                        تحرك نيابي لتعويض ذوي شهداء التظاهرات 
                                        بغداد / الصباح
تقتربْ اللجانُ النيابية المختصةُ من اعلانِ جميع التحقيقات بشأن التظاهرات بعد اكمالها، في ظل تحرك نيابي لتعويض ذوي شهداء التظاهرات وفق القوانين.","http://alsabaah.iq/21465/%D8%AA%D8%AD%D8%B1%D9%83-%D9%86%D9%8A%D8%A7%D8%A8%D9%8A-%D9%84%D8%AA%D8%B9%D9%88%D9%8A%D8%B6-%D8%B0%D9%88%D9%8A-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A7%D9%84%D8%AA%D8%B8%D8%A7%D9%87%D8%B1%D8%A7%D8%AA","وقال عضو لجنة الامن والدفاع النيابية النائب كاطع الركابي في تصريح لـ»واع»: ان «جميع التحقيقات البرلمانية بشأن التظاهرات اكتملت باستثناء محافظة ذي قار»، موضحاً أن «لجنة الأمن والدفاع شكلت لجانا تحقيقية بناء على طلب من رئاسة البرلمان بشأن أحداث التظاهرات في بعض المحافظات منها البصرة والنجف وذي قار»."
"1586526029-118","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        السفير الصيني لـ «  الصباح  »: قادرون على احتواء «كورونا»
                                        بغداد / خاص الصباح
أكدَ السفيرُ الصيني في بغدادَ تشانغ تاو، ثقته بقدرة بلاده على احتواء فيروس كورونا عبر تطوير أساليب وقائية فعالة وكذلك تحديث النظام اللقاحي والصحي الذي دأبت عليه بكين منذ ظهور","http://alsabaah.iq/21394/%D8%A7%D9%84%D8%B3%D9%81%D9%8A%D8%B1-%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%8A-%D9%84%D9%80-%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD-%D9%82%D8%A7%D8%AF%D8%B1%D9%88%D9%86-%D8%B9%D9%84%D9%89-%D8%A7%D8%AD%D8%AA%D9%88%D8%A7%D8%A1-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","الاتفاق."
"1586526171-977","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=3","اخر الاخبار 
                                        
                                        استنفار حكومي لاجلاء الاسر والنازحين في الموصل
                                        الموصل / شروق ماهر
اعلن محافظ نينوى نجم الجبوري، ان الدفاع المدني أجلى العديد من الاسر في المخيمات والمناطق التي تعرضت للفيضانات بسبب غزارة الامطار في المحافظة، مبيناً ان الملاكات الخدمية مستمرة بعملها.","http://alsabaah.iq/23799/%D8%A7%D8%B3%D8%AA%D9%86%D9%81%D8%A7%D8%B1-%D8%AD%D9%83%D9%88%D9%85%D9%8A-%D9%84%D8%A7%D8%AC%D9%84%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B3%D8%B1-%D9%88%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D8%B5%D9%84",""
"1586526116-631","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        إعادة فتح العتبة العلوية أمام الزائرين وتعفير الأماكن المقدسة في كربلاء
                                        بغداد / المحافظات / مراسلو الصباح      
أعادت السلطات المحلية في النجف الاشرف، افتتاح العتبة العلوية المقدسة أمام الزائرين بعد غلقها اثر تسجيل حالة اصابة بفايروس كورونا في المحافظة، بينما نفذت الاجهزة المعنية في","http://alsabaah.iq/22723/%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D9%81%D8%AA%D8%AD-%D8%A7%D9%84%D8%B9%D8%AA%D8%A8%D8%A9-%D8%A7%D9%84%D8%B9%D9%84%D9%88%D9%8A%D8%A9-%D8%A3%D9%85%D8%A7%D9%85-%D8%A7%D9%84%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A%D9%86-%D9%88%D8%AA%D8%B9%D9%81%D9%8A%D8%B1-%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%83%D9%86-%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9-%D9%81%D9%8A-%D9%83%D8%B1%D8%A8%D9%84%D8%A7%D8%A1","وفي الشأن نفسه، بين المدير العام لصحة بابل محمد هاشم الجعفري في تصريح لـ""الصباح""، أن المديرية وضمن الاجراءات الاحترازية التي اتخذتها بالتنسيق مع خلية الازمة لمواجهة  فايروس (كورونا)، أصدرت أمرا إداريا، بجعل دوام المؤسسات الصحية والإدارية لدائرة صحة المحافظة 50 بالمئة لملاكاتها ليوم الجمعة والعطل الرسمية وبعد الدوام الرسمي، مؤكدا خلو المحافظة من أي اصابة."
"1586526131-749","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=5","اخر الاخبار 
                                        
                                        الصحة النيابية تقترح تمديد عطلة الطلبة تفادياً لانتشار كورونا
                                        بغداد / المحافظات / مراسلو الصباح
خصصت وزارة الصحة مستشفى ثالثا في بغداد لحالات عزل المصابين بفيروس كورونا، بينما اقترحت لجنة الصحة النيابية تمديد عطلة المدارس أسبوعين اخرين، وذلك عقب الاعلان عن تسجيل خمس حالات","http://alsabaah.iq/22982/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%86%D9%8A%D8%A7%D8%A8%D9%8A%D8%A9-%D8%AA%D9%82%D8%AA%D8%B1%D8%AD-%D8%AA%D9%85%D8%AF%D9%8A%D8%AF-%D8%B9%D8%B7%D9%84%D8%A9-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A9-%D8%AA%D9%81%D8%A7%D8%AF%D9%8A%D8%A7-%D9%84%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D8%B1-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7",""
"1586526049-289","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=9","اخر الاخبار 
                                        
                                        العراق يؤبّن القادة الشهداء بأربعينيتهم
                                        بغداد / الصباح
شهدت العاصمة العراقية بغداد وخمس عشرة محافظة، امس الثلاثاء، محافل تأبينية لمناسبة أربعينية القادة الشهداء الحاج أبو مهدي المهندس والحاج قاسم سليماني ورفاقهما، بحضور رسمي واسع، في حين أكد","http://alsabaah.iq/21621/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D8%A4%D8%A8-%D9%86-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D8%A3%D8%B1%D8%A8%D8%B9%D9%8A%D9%86%D9%8A%D8%AA%D9%87%D9%85","وأضاف مسجدي، أن ""القائدين الشهيدين كانا رمزا للأخوة بين الشعبين العراقي والايراني""، لافتا إلى أن ""العلاقات العراقية الإيرانية تتجه نحو مزيد من التطور رغم محاولات اصحاب النوايا احداث الفرقة""."
"1586526202-1139","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","1","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1#","اخر الاخبار 
                                        
                                        9 آلـيات لعودة العراقيين من الخارج
                                        بغداد/ الصباح
بحث رئيس الوزراء «المستقيل» عادل عبد المهدي، خلال اجتماع تشاوري، الآليات الخاصة بعودة العراقيين من الخارج، داعيا مؤسسات الدولة الى توفير الاستعدادات اللازمة لتلبية متطلباتهم كلّ بحسب","http://alsabaah.iq/23926/9-%D8%A2%D9%84%D9%80%D9%8A%D8%A7%D8%AA-%D9%84%D8%B9%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC","تخصصه."
"1586526169-968","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=3","اخر الاخبار 
                                        
                                        نائب لـ{الصباح}: جلسة التصويت بنهاية الأسبوع الجاري 
                                        بغداد / الصباح / مهند عبد الوهاب
ترى النائبة عن ائتلاف النصر ندى شاكر جودت أن استمرار الحوارات والمشاورات يمكن أن يفضي إلى تمرير البرنامج الحكومي والكابينة الوزارية اللذين أعلن عنهما رئيس الوزراء المكلف","http://alsabaah.iq/23798/%D9%86%D8%A7%D8%A6%D8%A8-%D9%84%D9%80-%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD-%D8%AC%D9%84%D8%B3%D8%A9-%D8%A7%D9%84%D8%AA%D8%B5%D9%88%D9%8A%D8%AA-%D8%A8%D9%86%D9%87%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D8%B3%D8%A8%D9%88%D8%B9-%D8%A7%D9%84%D8%AC%D8%A7%D8%B1%D9%8A","بغداد / الصباح / مهند عبد الوهاب
	
		 
	ترى النائبة عن ائتلاف النصر ندى شاكر جودت أن استمرار الحوارات والمشاورات يمكن أن يفضي إلى تمرير البرنامج الحكومي والكابينة الوزارية اللذين أعلن عنهما رئيس الوزراء المكلف عدنان الزرفي، أمس  الاول السبت، في حين شددت مقررة البرلمان خديجة علي، على ضرورة حضور النواب جلسة منح الثقة التي سيتم تحديدها من قبل هيئة الرئاسة لاحقاً.

	وقال الزرفي، خلال لقائه عدداً من الصحفيين والمحللين السياسيين، ""أكملت تشكيلتي الحكومية من الكفاءات من داخل العراق، وانتظر من مجلس النواب تحديد جلسة للتصويت على البرنامج الحكومي""."
"1586526112-599","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=6","اخر الاخبار 
                                        
                                        عملية أمنية في ديالى
                                        بغداد / الصباح   
نفذت القوات الامنية في ديالى، امس الثلاثاء، عملية استباقية في حوض زراعي شمال شرق المحافظة لتعقب عصابات داعش الارهابية، في حين أعلنت خلية الإعلام الامني","http://alsabaah.iq/22525/%D8%B9%D9%85%D9%84%D9%8A%D8%A9-%D8%A3%D9%85%D9%86%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%A7%D9%84%D9%89",""
"1586526202-1154","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","1","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1#","اخر الاخبار 
                                        
                                        9 آلـيات لعودة العراقيين من الخارج
                                        بغداد/ الصباح
بحث رئيس الوزراء «المستقيل» عادل عبد المهدي، خلال اجتماع تشاوري، الآليات الخاصة بعودة العراقيين من الخارج، داعيا مؤسسات الدولة الى توفير الاستعدادات اللازمة لتلبية متطلباتهم كلّ بحسب","http://alsabaah.iq/23926/9-%D8%A2%D9%84%D9%80%D9%8A%D8%A7%D8%AA-%D9%84%D8%B9%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D9%8A%D9%86-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC","4. قيام وزارة الصحة بإرسال قوائم تتضمن أسماء الدول ذات مُعّدل حدوث الإصابة العالية والواطئة إلى جميع الجهات ذات العلاقة وتحدث بحسب تغيرات الموقف الوبائي."
"1586526068-398","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=8","اخر الاخبار 
                                        
                                        النزاهة: المؤبد لموظفين اختلسوا رواتب المتقاعدين
                                        بغداد / الصباح 
أصدرتْ محكمةُ الجناياتِ المختصة بقضايا النزاهةِ  في بغدادَ امس الاحد حكماً بالسجن المؤبد لموظفين في مصرف اختلسوا رواتب متقاعدين، بينما تم احباط  محاولة صرف صكوك مزورة في محافظة الأنبار.","http://alsabaah.iq/21905/%D8%A7%D9%84%D9%86%D8%B2%D8%A7%D9%87%D8%A9-%D8%A7%D9%84%D9%85%D8%A4%D8%A8%D8%AF-%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86-%D8%A7%D8%AE%D8%AA%D9%84%D8%B3%D9%88%D8%A7-%D8%B1%D9%88%D8%A7%D8%AA%D8%A8-%D8%A7%D9%84%D9%85%D8%AA%D9%82%D8%A7%D8%B9%D8%AF%D9%8A%D9%86","العقوبات""."
"1586526049-304","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=9","اخر الاخبار 
                                        
                                        العراق يؤبّن القادة الشهداء بأربعينيتهم
                                        بغداد / الصباح
شهدت العاصمة العراقية بغداد وخمس عشرة محافظة، امس الثلاثاء، محافل تأبينية لمناسبة أربعينية القادة الشهداء الحاج أبو مهدي المهندس والحاج قاسم سليماني ورفاقهما، بحضور رسمي واسع، في حين أكد","http://alsabaah.iq/21621/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D8%A4%D8%A8-%D9%86-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D8%A3%D8%B1%D8%A8%D8%B9%D9%8A%D9%86%D9%8A%D8%AA%D9%87%D9%85","واشاد المحتفلون بدور القادة الشهداء في تحرير مناطق العراق من سيطرة عصابات داعش الارهابية وصون العرض والمقدسات."
"1586526038-223","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=9","اخر الاخبار 
                                        
                                        إحداثيات خطاب ترامب لسياسة أميركا الخارجية  
                                        ترجمة وإعداد / انيس الصفار   
استغل الرئيس الأميركي “دونالد ترامب” ثالث خطاب له عن حالة الاتحاد للمحاججة بأن إدارته قد نجحت في إطلاق “عودة أميركا العظيمة” من خلال سياساته الاقتصادية ومواقفه الصلبة","http://alsabaah.iq/21463/%D8%A5%D8%AD%D8%AF%D8%A7%D8%AB%D9%8A%D8%A7%D8%AA-%D8%AE%D8%B7%D8%A7%D8%A8-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9","غرس ترليون شجرة)."
"1586526024-74","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        رئاسة البرلمان: إعادة أبنائنا من الصين أولوية قصوى
                                        بغداد / عواصم / الصباح والوكالات 
شددَ النائب الأول لرئيس مجلس النواب حسن كريم الكعبي على السلطة التنفيذية بأن يكون للطلبة العراقيين وذويهم في الصين أولوية قصوى، والعمل على إعادتهم بشكل مستعجل مع الأخذ بعين الاعتبار جميع","http://alsabaah.iq/21112/%D8%B1%D8%A6%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%A3%D8%A8%D9%86%D8%A7%D8%A6%D9%86%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%A3%D9%88%D9%84%D9%88%D9%8A%D8%A9-%D9%82%D8%B5%D9%88%D9%89","في الوقت نفسه، أعلنت الحكومة الصينية أنها ""بحاجة ملحة"" لأقنعة طبية واقية مع تجاوز عدد الوفيات جراء الإصابة بفيروس ""كورونا"" المستجد وهو أعلى من ضحايا أزمة فيروس سارس عام 2002."
"1586526022-34","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=10","اخر الاخبار 
                                        
                                        إجراءات حكومية مكثفة للوقاية من «كورونا» 
                                        بغداد / عواصم / الصباح والوكالات 
بينما كثفت الجهات الحكومية إجراءاتها للوقاية من خطر فيروس {كورونا} الجديد، وتأكيدات وزارة الصحة سلامة الطلبة العراقيين وأسرهم الموجودين في مدينة ووهان الصينية “بؤرة الفيروس”؛ أ","http://alsabaah.iq/21041/%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D8%AD%D9%83%D9%88%D9%85%D9%8A%D8%A9-%D9%85%D9%83%D8%AB%D9%81%D8%A9-%D9%84%D9%84%D9%88%D9%82%D8%A7%D9%8A%D8%A9-%D9%85%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","بدوره، أفاد مدير إعلام صحة ديالى فارس العزاوي، بان “نتائج الفحوصات التي أجراها فريق طبي مشترك في مقر شركة(ZPEC)  الصينية، أثبت عدم تسجيل أي إصابات بفيروس كورونا”، لافتا الى أن “مقر الشركة الذي يقع في أطراف ناحية قزانية (120كم شرق بعقوبة) لم يشهد مغادرة أو استقبال أي مسافر من الصين على مدى الشهرين الماضيين”."
"1586526049-285","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%B1-%D8%A7%D9%84%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1?page=9","اخر الاخبار 
                                        
                                        العراق يؤبّن القادة الشهداء بأربعينيتهم
                                        بغداد / الصباح
شهدت العاصمة العراقية بغداد وخمس عشرة محافظة، امس الثلاثاء، محافل تأبينية لمناسبة أربعينية القادة الشهداء الحاج أبو مهدي المهندس والحاج قاسم سليماني ورفاقهما، بحضور رسمي واسع، في حين أكد","http://alsabaah.iq/21621/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%8A%D8%A4%D8%A8-%D9%86-%D8%A7%D9%84%D9%82%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D8%A3%D8%B1%D8%A8%D8%B9%D9%8A%D9%86%D9%8A%D8%AA%D9%87%D9%85","وذكر المحنا، في تصريح صحفي، على هامش مشاركته بالحفل التأبيني الذي اقامته مديرية اعلام الحشد باربعينية القادة الشهداء، ان ""الشهيد القائد ابو مهدي المهندس ورفاقه كان لهم دور كبير في مقارعة النظام الدكتاتوري الذي جثم على صدر العراق لعقود طويلة""، مبينا ان ""الشهيد المهندس ادى دورا مميزا في الحرب على عصابات داعش الارهابية وقد كانت بصماته واضحة في النصر الكبير الذي تحقق على الزمر الاجرامية""."
